"Country" "Voter" "Points"
"Iceland" "de" "10"
"Switzerland" "de" ""
"Portugal" "de" "2"
"Spain" "de" ""
"Austria" "de" ""
"Luxembourg" "de" ""
"Turkey" "de" ""
"Ireland" "gr" ""
"Germany" "gr" ""
"Italy" "gr" ""
"Yugoslavia" "gr" "2"
"Netherlands" "gr" "3"
"Denmark" "gr" "8"
"Cyprus" "gr" "12"
"Israel" "gr" ""
"Norway" "gr" ""
"Greece" "gr" ""
"Belgium" "gr" ""
"Sweden" "gr" ""
"United Kingdom" "gr" ""
"France" "gr" "4"
"Finland" "gr" "1"
"Iceland" "gr" "6"
"Switzerland" "gr" ""
"Portugal" "gr" "5"
"Spain" "gr" "10"
"Austria" "gr" "7"
"Luxembourg" "gr" ""
"Turkey" "gr" ""
"Ireland" "is" ""
"Germany" "is" "12"
"Italy" "is" "3"
"Yugoslavia" "is" "10"
"Netherlands" "is" ""
"Denmark" "is" "7"
"Cyprus" "is" "6"
"Israel" "is" "5"
"Norway" "is" ""
"Greece" "is" "1"
"Belgium" "is" ""
"Sweden" "is" "8"
"United Kingdom" "is" ""
"France" "is" "4"
"Finland" "is" ""
"Iceland" "is" ""
"Switzerland" "is" "2"
"Portugal" "is" ""
"Spain" "is" ""
"Austria" "is" ""
"Luxembourg" "is" ""
"Turkey" "is" ""
"Ireland" "ie" ""
"Germany" "ie" "7"
"Italy" "ie" "12"
"Yugoslavia" "ie" "1"
"Netherlands" "ie" "6"
"Denmark" "ie" "4"
"Cyprus" "ie" "8"
"Israel" "ie" "5"
"Norway" "ie" "2"
"Greece" "ie" ""
"Belgium" "ie" ""
"Sweden" "ie" ""
"United Kingdom" "ie" "3"
"France" "ie" "10"
"Finland" "ie" ""
"Iceland" "ie" ""
"Switzerland" "ie" ""
"Portugal" "ie" ""
"Spain" "ie" ""
"Austria" "ie" ""
"Luxembourg" "ie" ""
"Turkey" "ie" ""
"Ireland" "il" "4"
"Germany" "il" "8"
"Italy" "il" "3"
"Yugoslavia" "il" "7"
"Netherlands" "il" "5"
"Denmark" "il" "6"
"Cyprus" "il" ""
"Israel" "il" ""
"Norway" "il" ""
"Greece" "il" ""
"Belgium" "il" "2"
"Sweden" "il" "12"
"United Kingdom" "il" "10"
"France" "il" ""
"Finland" "il" ""
"Iceland" "il" ""
"Switzerland" "il" "1"
"Portugal" "il" ""
"Spain" "il" ""
"Austria" "il" ""
"Luxembourg" "il" ""
"Turkey" "il" ""
"Ireland" "it" "12"
"Germany" "it" "4"
"Italy" "it" ""
"Yugoslavia" "it" ""
"Netherlands" "it" "10"
"Denmark" "it" "2"
"Cyprus" "it" ""
"Israel" "it" ""
"Norway" "it" "7"
"Greece" "it" "8"
"Belgium" "it" "6"
"Sweden" "it" "3"
"United Kingdom" "it" ""
"France" "it" "5"
"Finland" "it" ""
"Iceland" "it" ""
"Switzerland" "it" ""
"Portugal" "it" ""
"Spain" "it" ""
"Austria" "it" "1"
"Luxembourg" "it" ""
"Turkey" "it" ""
"Ireland" "lu" "10"
"Germany" "lu" "6"
"Italy" "lu" "4"
"Yugoslavia" "lu" ""
"Netherlands" "lu" "8"
"Denmark" "lu" ""
"Cyprus" "lu" ""
"Israel" "lu" ""
"Norway" "lu" ""
"Greece" "lu" "7"
"Belgium" "lu" "5"
"Sweden" "lu" ""
"United Kingdom" "lu" "1"
"France" "lu" "12"
"Finland" "lu" "2"
"Iceland" "lu" ""
"Switzerland" "lu" "3"
"Portugal" "lu" ""
"Spain" "lu" ""
"Austria" "lu" ""
"Luxembourg" "lu" ""
"Turkey" "lu" ""
"Ireland" "nl" "12"
"Germany" "nl" "10"
"Italy" "nl" ""
"Yugoslavia" "nl" ""
"Netherlands" "nl" ""
"Denmark" "nl" "6"
"Cyprus" "nl" "2"
"Israel" "nl" "3"
"Norway" "nl" "4"
"Greece" "nl" "5"
"Belgium" "nl" ""
"Sweden" "nl" ""
"United Kingdom" "nl" ""
"France" "nl" "1"
"Finland" "nl" "8"
"Iceland" "nl" ""
"Switzerland" "nl" "7"
"Portugal" "nl" ""
"Spain" "nl" ""
"Austria" "nl" ""
"Luxembourg" "nl" ""
"Turkey" "nl" ""
"Ireland" "no" "8"
"Germany" "no" "3"
"Italy" "no" ""
"Yugoslavia" "no" "12"
"Netherlands" "no" ""
"Denmark" "no" "7"
"Cyprus" "no" "6"
"Israel" "no" "2"
"Norway" "no" ""
"Greece" "no" ""
"Belgium" "no" "5"
"Sweden" "no" ""
"United Kingdom" "no" ""
"France" "no" "1"
"Finland" "no" "10"
"Iceland" "no" "4"
"Switzerland" "no" ""
"Portugal" "no" ""
"Spain" "no" ""
"Austria" "no" ""
"Luxembourg" "no" ""
"Turkey" "no" ""
"Ireland" "pt" "8"
"Germany" "pt" "5"
"Italy" "pt" "12"
"Yugoslavia" "pt" "6"
"Netherlands" "pt" ""
"Denmark" "pt" "1"
"Cyprus" "pt" ""
"Israel" "pt" "10"
"Norway" "pt" ""
"Greece" "pt" ""
"Belgium" "pt" ""
"Sweden" "pt" "7"
"United Kingdom" "pt" "3"
"France" "pt" ""
"Finland" "pt" "4"
"Iceland" "pt" ""
"Switzerland" "pt" ""
"Portugal" "pt" ""
"Spain" "pt" ""
"Austria" "pt" ""
"Luxembourg" "pt" "2"
"Turkey" "pt" ""
"Ireland" "es" "10"
"Germany" "es" "1"
"Italy" "es" "12"
"Yugoslavia" "es" "6"
"Netherlands" "es" "5"
"Denmark" "es" ""
"Cyprus" "es" ""
"Israel" "es" ""
"Norway" "es" "3"
"Greece" "es" ""
"Belgium" "es" "7"
"Sweden" "es" ""
"United Kingdom" "es" ""
"France" "es" ""
"Finland" "es" "2"
"Iceland" "es" "4"
"Switzerland" "es" ""
"Portugal" "es" "8"
"Spain" "es" ""
"Austria" "es" ""
"Luxembourg" "es" ""
"Turkey" "es" ""
"Ireland" "se" "12"
"Germany" "se" "7"
"Italy" "se" "1"
"Yugoslavia" "se" ""
"Netherlands" "se" ""
"Denmark" "se" "8"
"Cyprus" "se" "2"
"Israel" "se" "4"
"Norway" "se" "10"
"Greece" "se" "6"
"Belgium" "se" ""
"Sweden" "se" ""
"United Kingdom" "se" "5"
"France" "se" ""
"Finland" "se" "3"
"Iceland" "se" ""
"Switzerland" "se" ""
"Portugal" "se" ""
"Spain" "se" ""
"Austria" "se" ""
"Luxembourg" "se" ""
"Turkey" "se" ""
"Ireland" "ch" "12"
"Germany" "ch" "1"
"Italy" "ch" "7"
"Yugoslavia" "ch" ""
"Netherlands" "ch" "10"
"Denmark" "ch" "3"
"Cyprus" "ch" "4"
"Israel" "ch" "8"
"Norway" "ch" "6"
"Greece" "ch" ""
"Belgium" "ch" ""
"Sweden" "ch" ""
"United Kingdom" "ch" "5"
"France" "ch" "2"
"Finland" "ch" ""
"Iceland" "ch" ""
"Switzerland" "ch" ""
"Portugal" "ch" ""
"Spain" "ch" ""
"Austria" "ch" ""
"Luxembourg" "ch" ""
"Turkey" "ch" ""
"Ireland" "tr" "10"
"Germany" "tr" "6"
"Italy" "tr" "8"
"Yugoslavia" "tr" "12"
"Netherlands" "tr" "7"
"Denmark" "tr" "1"
"Cyprus" "tr" ""
"Israel" "tr" ""
"Norway" "tr" ""
"Greece" "tr" ""
"Belgium" "tr" "4"
"Sweden" "tr" "2"
"United Kingdom" "tr" "3"
"France" "tr" ""
"Finland" "tr" ""
"Iceland" "tr" ""
"Switzerland" "tr" "5"
"Portugal" "tr" ""
"Spain" "tr" ""
"Austria" "tr" ""
"Luxembourg" "tr" ""
"Turkey" "tr" ""
"Ireland" "gb" "12"
"Germany" "gb" "10"
"Italy" "gb" "1"
"Yugoslavia" "gb" ""
"Netherlands" "gb" "3"
"Denmark" "gb" "7"
"Cyprus" "gb" "6"
"Israel" "gb" "4"
"Norway" "gb" ""
"Greece" "gb" "5"
"Belgium" "gb" "8"
"Sweden" "gb" ""
"United Kingdom" "gb" ""
"France" "gb" ""
"Finland" "gb" ""
"Iceland" "gb" ""
"Switzerland" "gb" ""
"Portugal" "gb" ""
"Spain" "gb" ""
"Austria" "gb" ""
"Luxembourg" "gb" "2"
"Turkey" "gb" ""
"Ireland" "yu" "6"
"Germany" "yu" "7"
"Italy" "yu" "12"
"Yugoslavia" "yu" ""
"Netherlands" "yu" "8"
"Denmark" "yu" ""
"Cyprus" "yu" "10"
"Israel" "yu" ""
"Norway" "yu" ""
"Greece" "yu" "5"
"Belgium" "yu" "4"
"Sweden" "yu" ""
"United Kingdom" "yu" "2"
"France" "yu" ""
"Finland" "yu" "1"
"Iceland" "yu" ""
"Switzerland" "yu" "3"
"Portugal" "yu" ""
"Spain" "yu" ""
"Austria" "yu" ""
"Luxembourg" "yu" ""
"Turkey" "yu" ""
