"Country" "Voter" "Points"
"Turkey" "it" ""
"Iceland" "it" "1"
"Greece" "it" ""
"Belgium" "it" ""
"Portugal" "it" ""
"Finland" "it" ""
"Austria" "it" ""
"Switzerland" "lu" "1"
"United Kingdom" "lu" "8"
"Denmark" "lu" ""
"Luxembourg" "lu" ""
"Norway" "lu" ""
"Yugoslavia" "lu" "7"
"Israel" "lu" "5"
"Ireland" "lu" ""
"Netherlands" "lu" "12"
"France" "lu" "10"
"Spain" "lu" "6"
"Sweden" "lu" "3"
"Italy" "lu" "2"
"Germany" "lu" ""
"Turkey" "lu" "4"
"Iceland" "lu" ""
"Greece" "lu" ""
"Belgium" "lu" ""
"Portugal" "lu" ""
"Finland" "lu" ""
"Austria" "lu" ""
"Switzerland" "nl" "10"
"United Kingdom" "nl" ""
"Denmark" "nl" "12"
"Luxembourg" "nl" "5"
"Norway" "nl" "7"
"Yugoslavia" "nl" ""
"Israel" "nl" "3"
"Ireland" "nl" "6"
"Netherlands" "nl" ""
"France" "nl" "2"
"Spain" "nl" ""
"Sweden" "nl" "8"
"Italy" "nl" ""
"Germany" "nl" ""
"Turkey" "nl" "1"
"Iceland" "nl" "4"
"Greece" "nl" ""
"Belgium" "nl" ""
"Portugal" "nl" ""
"Finland" "nl" ""
"Austria" "nl" ""
"Switzerland" "no" "8"
"United Kingdom" "no" "5"
"Denmark" "no" "10"
"Luxembourg" "no" "6"
"Norway" "no" ""
"Yugoslavia" "no" ""
"Israel" "no" ""
"Ireland" "no" "7"
"Netherlands" "no" ""
"France" "no" "1"
"Spain" "no" "2"
"Sweden" "no" "12"
"Italy" "no" "3"
"Germany" "no" "4"
"Turkey" "no" ""
"Iceland" "no" ""
"Greece" "no" ""
"Belgium" "no" ""
"Portugal" "no" ""
"Finland" "no" ""
"Austria" "no" ""
"Switzerland" "pt" "12"
"United Kingdom" "pt" "3"
"Denmark" "pt" "6"
"Luxembourg" "pt" "4"
"Norway" "pt" "7"
"Yugoslavia" "pt" ""
"Israel" "pt" "10"
"Ireland" "pt" "5"
"Netherlands" "pt" ""
"France" "pt" "1"
"Spain" "pt" ""
"Sweden" "pt" ""
"Italy" "pt" ""
"Germany" "pt" "2"
"Turkey" "pt" ""
"Iceland" "pt" "8"
"Greece" "pt" ""
"Belgium" "pt" ""
"Portugal" "pt" ""
"Finland" "pt" ""
"Austria" "pt" ""
"Switzerland" "es" "8"
"United Kingdom" "es" "10"
"Denmark" "es" "1"
"Luxembourg" "es" ""
"Norway" "es" ""
"Yugoslavia" "es" ""
"Israel" "es" "6"
"Ireland" "es" "12"
"Netherlands" "es" ""
"France" "es" "2"
"Spain" "es" ""
"Sweden" "es" ""
"Italy" "es" "7"
"Germany" "es" "3"
"Turkey" "es" "5"
"Iceland" "es" ""
"Greece" "es" ""
"Belgium" "es" ""
"Portugal" "es" "4"
"Finland" "es" ""
"Austria" "es" ""
"Switzerland" "se" "12"
"United Kingdom" "se" "5"
"Denmark" "se" "3"
"Luxembourg" "se" "10"
"Norway" "se" "8"
"Yugoslavia" "se" "6"
"Israel" "se" ""
"Ireland" "se" "7"
"Netherlands" "se" ""
"France" "se" "2"
"Spain" "se" ""
"Sweden" "se" ""
"Italy" "se" ""
"Germany" "se" ""
"Turkey" "se" "4"
"Iceland" "se" "1"
"Greece" "se" ""
"Belgium" "se" ""
"Portugal" "se" ""
"Finland" "se" ""
"Austria" "se" ""
"Switzerland" "ch" ""
"United Kingdom" "ch" "5"
"Denmark" "ch" "1"
"Luxembourg" "ch" "12"
"Norway" "ch" ""
"Yugoslavia" "ch" "2"
"Israel" "ch" "10"
"Ireland" "ch" "4"
"Netherlands" "ch" "7"
"France" "ch" "3"
"Spain" "ch" "6"
"Sweden" "ch" ""
"Italy" "ch" "8"
"Germany" "ch" ""
"Turkey" "ch" ""
"Iceland" "ch" ""
"Greece" "ch" ""
"Belgium" "ch" ""
"Portugal" "ch" ""
"Finland" "ch" ""
"Austria" "ch" ""
"Switzerland" "tr" "10"
"United Kingdom" "tr" "12"
"Denmark" "tr" ""
"Luxembourg" "tr" ""
"Norway" "tr" ""
"Yugoslavia" "tr" "7"
"Israel" "tr" ""
"Ireland" "tr" "2"
"Netherlands" "tr" "6"
"France" "tr" "8"
"Spain" "tr" "5"
"Sweden" "tr" ""
"Italy" "tr" "4"
"Germany" "tr" "1"
"Turkey" "tr" ""
"Iceland" "tr" ""
"Greece" "tr" "3"
"Belgium" "tr" ""
"Portugal" "tr" ""
"Finland" "tr" ""
"Austria" "tr" ""
"Switzerland" "gb" "10"
"United Kingdom" "gb" ""
"Denmark" "gb" ""
"Luxembourg" "gb" "7"
"Norway" "gb" "12"
"Yugoslavia" "gb" "8"
"Israel" "gb" "4"
"Ireland" "gb" "3"
"Netherlands" "gb" "6"
"France" "gb" ""
"Spain" "gb" ""
"Sweden" "gb" "2"
"Italy" "gb" ""
"Germany" "gb" "5"
"Turkey" "gb" "1"
"Iceland" "gb" ""
"Greece" "gb" ""
"Belgium" "gb" ""
"Portugal" "gb" ""
"Finland" "gb" ""
"Austria" "gb" ""
"Switzerland" "yu" "6"
"United Kingdom" "yu" ""
"Denmark" "yu" ""
"Luxembourg" "yu" "3"
"Norway" "yu" "10"
"Yugoslavia" "yu" ""
"Israel" "yu" "1"
"Ireland" "yu" "2"
"Netherlands" "yu" "7"
"France" "yu" "12"
"Spain" "yu" "4"
"Sweden" "yu" ""
"Italy" "yu" "5"
"Germany" "yu" "8"
"Turkey" "yu" ""
"Iceland" "yu" ""
"Greece" "yu" ""
"Belgium" "yu" ""
"Portugal" "yu" ""
"Finland" "yu" ""
"Austria" "yu" ""
