"Country" "Voter" "Points"
"Belgium" "nl" ""
"Morocco" "nl" ""
"Finland" "nl" ""
"Ireland" "no" "12"
"Germany" "no" ""
"United Kingdom" "no" ""
"Switzerland" "no" "10"
"Netherlands" "no" ""
"Italy" "no" "2"
"Portugal" "no" "8"
"Austria" "no" "6"
"Luxembourg" "no" "7"
"Sweden" "no" ""
"France" "no" "3"
"Spain" "no" ""
"Greece" "no" "4"
"Denmark" "no" "1"
"Turkey" "no" ""
"Norway" "no" ""
"Belgium" "no" ""
"Morocco" "no" ""
"Finland" "no" "5"
"Ireland" "pt" "5"
"Germany" "pt" "8"
"United Kingdom" "pt" "7"
"Switzerland" "pt" "6"
"Netherlands" "pt" "4"
"Italy" "pt" "12"
"Portugal" "pt" ""
"Austria" "pt" "3"
"Luxembourg" "pt" ""
"Sweden" "pt" ""
"France" "pt" ""
"Spain" "pt" "2"
"Greece" "pt" "1"
"Denmark" "pt" ""
"Turkey" "pt" ""
"Norway" "pt" ""
"Belgium" "pt" "10"
"Morocco" "pt" ""
"Finland" "pt" ""
"Ireland" "es" "7"
"Germany" "es" "12"
"United Kingdom" "es" "8"
"Switzerland" "es" "2"
"Netherlands" "es" "5"
"Italy" "es" "10"
"Portugal" "es" ""
"Austria" "es" "4"
"Luxembourg" "es" "3"
"Sweden" "es" "1"
"France" "es" "6"
"Spain" "es" ""
"Greece" "es" ""
"Denmark" "es" ""
"Turkey" "es" ""
"Norway" "es" ""
"Belgium" "es" ""
"Morocco" "es" ""
"Finland" "es" ""
"Ireland" "se" "7"
"Germany" "se" "5"
"United Kingdom" "se" "12"
"Switzerland" "se" "2"
"Netherlands" "se" "3"
"Italy" "se" "10"
"Portugal" "se" "8"
"Austria" "se" "1"
"Luxembourg" "se" "6"
"Sweden" "se" ""
"France" "se" "4"
"Spain" "se" ""
"Greece" "se" ""
"Denmark" "se" ""
"Turkey" "se" ""
"Norway" "se" ""
"Belgium" "se" ""
"Morocco" "se" ""
"Finland" "se" ""
"Ireland" "ch" "12"
"Germany" "ch" "7"
"United Kingdom" "ch" "10"
"Switzerland" "ch" ""
"Netherlands" "ch" "3"
"Italy" "ch" "8"
"Portugal" "ch" "2"
"Austria" "ch" "4"
"Luxembourg" "ch" ""
"Sweden" "ch" "5"
"France" "ch" "1"
"Spain" "ch" ""
"Greece" "ch" ""
"Denmark" "ch" "6"
"Turkey" "ch" ""
"Norway" "ch" ""
"Belgium" "ch" ""
"Morocco" "ch" ""
"Finland" "ch" ""
"Ireland" "tr" ""
"Germany" "tr" "10"
"United Kingdom" "tr" "5"
"Switzerland" "tr" "2"
"Netherlands" "tr" "12"
"Italy" "tr" "6"
"Portugal" "tr" "4"
"Austria" "tr" ""
"Luxembourg" "tr" "1"
"Sweden" "tr" "8"
"France" "tr" "3"
"Spain" "tr" "7"
"Greece" "tr" ""
"Denmark" "tr" ""
"Turkey" "tr" ""
"Norway" "tr" ""
"Belgium" "tr" ""
"Morocco" "tr" ""
"Finland" "tr" ""
"Ireland" "gb" "12"
"Germany" "gb" "10"
"United Kingdom" "gb" ""
"Switzerland" "gb" "7"
"Netherlands" "gb" "2"
"Italy" "gb" "4"
"Portugal" "gb" ""
"Austria" "gb" "6"
"Luxembourg" "gb" "8"
"Sweden" "gb" ""
"France" "gb" "5"
"Spain" "gb" ""
"Greece" "gb" "3"
"Denmark" "gb" ""
"Turkey" "gb" ""
"Norway" "gb" ""
"Belgium" "gb" "1"
"Morocco" "gb" ""
"Finland" "gb" ""
