"Country" "Voter" "Points"
"Germany" "gb" "1"
"Yugoslavia" "gb" ""
"Italy" "gb" "1"
"Portugal" "gb" ""
"Finland" "gb" ""
"Netherlands" "gb" "1"
"Austria" "gb" ""
"Norway" "gb" ""
"Switzerland" "gb" ""
"United Kingdom" "yu" ""
"Ireland" "yu" "1"
"France" "yu" "4"
"Luxembourg" "yu" "1"
"Monaco" "yu" ""
"Spain" "yu" "1"
"Belgium" "yu" "1"
"Sweden" "yu" "1"
"Germany" "yu" ""
"Yugoslavia" "yu" ""
"Italy" "yu" ""
"Portugal" "yu" ""
"Finland" "yu" ""
"Netherlands" "yu" ""
"Austria" "yu" "1"
"Norway" "yu" ""
"Switzerland" "yu" ""
