"Country" "Voter" "Points"
"Sweden" "de" ""
"Norway" "de" "1"
"Belgium" "de" "5"
"Ireland" "de" ""
"Switzerland" "de" ""
"Yugoslavia" "de" "3"
"Spain" "de" ""
"United Kingdom" "de" ""
"Germany" "de" ""
"Luxembourg" "de" ""
"Finland" "de" ""
"Portugal" "de" ""
"Denmark" "de" ""
"Netherlands" "de" ""
"France" "de" ""
"Monaco" "de" ""
"Italy" "de" ""
"Austria" "ie" ""
"Sweden" "ie" ""
"Norway" "ie" ""
"Belgium" "ie" ""
"Ireland" "ie" ""
"Switzerland" "ie" "3"
"Yugoslavia" "ie" ""
"Spain" "ie" ""
"United Kingdom" "ie" "5"
"Germany" "ie" ""
"Luxembourg" "ie" ""
"Finland" "ie" ""
"Portugal" "ie" ""
"Denmark" "ie" ""
"Netherlands" "ie" "1"
"France" "ie" ""
"Monaco" "ie" ""
"Italy" "ie" ""
"Austria" "it" "3"
"Sweden" "it" ""
"Norway" "it" "5"
"Belgium" "it" ""
"Ireland" "it" ""
"Switzerland" "it" ""
"Yugoslavia" "it" ""
"Spain" "it" ""
"United Kingdom" "it" ""
"Germany" "it" "1"
"Luxembourg" "it" ""
"Finland" "it" ""
"Portugal" "it" ""
"Denmark" "it" ""
"Netherlands" "it" ""
"France" "it" ""
"Monaco" "it" ""
"Italy" "it" ""
"Austria" "lu" "5"
"Sweden" "lu" ""
"Norway" "lu" ""
"Belgium" "lu" ""
"Ireland" "lu" ""
"Switzerland" "lu" "1"
"Yugoslavia" "lu" ""
"Spain" "lu" ""
"United Kingdom" "lu" "3"
"Germany" "lu" ""
"Luxembourg" "lu" ""
"Finland" "lu" ""
"Portugal" "lu" ""
"Denmark" "lu" ""
"Netherlands" "lu" ""
"France" "lu" ""
"Monaco" "lu" ""
"Italy" "lu" ""
"Austria" "mc" "5"
"Sweden" "mc" ""
"Norway" "mc" ""
"Belgium" "mc" ""
"Ireland" "mc" ""
"Switzerland" "mc" "3"
"Yugoslavia" "mc" ""
"Spain" "mc" ""
"United Kingdom" "mc" ""
"Germany" "mc" ""
"Luxembourg" "mc" ""
"Finland" "mc" ""
"Portugal" "mc" ""
"Denmark" "mc" ""
"Netherlands" "mc" ""
"France" "mc" "1"
"Monaco" "mc" ""
"Italy" "mc" ""
"Austria" "nl" ""
"Sweden" "nl" ""
"Norway" "nl" ""
"Belgium" "nl" "5"
"Ireland" "nl" "3"
"Switzerland" "nl" ""
"Yugoslavia" "nl" ""
"Spain" "nl" ""
"United Kingdom" "nl" ""
"Germany" "nl" ""
"Luxembourg" "nl" ""
"Finland" "nl" "1"
"Portugal" "nl" ""
"Denmark" "nl" ""
"Netherlands" "nl" ""
"France" "nl" ""
"Monaco" "nl" ""
"Italy" "nl" ""
"Austria" "no" ""
"Sweden" "no" "5"
"Norway" "no" ""
"Belgium" "no" ""
"Ireland" "no" ""
"Switzerland" "no" ""
"Yugoslavia" "no" ""
"Spain" "no" ""
"United Kingdom" "no" ""
"Germany" "no" ""
"Luxembourg" "no" ""
"Finland" "no" "3"
"Portugal" "no" ""
"Denmark" "no" "1"
"Netherlands" "no" ""
"France" "no" ""
"Monaco" "no" ""
"Italy" "no" ""
"Austria" "pt" "1"
"Sweden" "pt" ""
"Norway" "pt" ""
"Belgium" "pt" "3"
"Ireland" "pt" ""
"Switzerland" "pt" ""
"Yugoslavia" "pt" ""
"Spain" "pt" "5"
"United Kingdom" "pt" ""
"Germany" "pt" ""
"Luxembourg" "pt" ""
"Finland" "pt" ""
"Portugal" "pt" ""
"Denmark" "pt" ""
"Netherlands" "pt" ""
"France" "pt" ""
"Monaco" "pt" ""
"Italy" "pt" ""
"Austria" "es" "1"
"Sweden" "es" ""
"Norway" "es" "3"
"Belgium" "es" ""
"Ireland" "es" ""
"Switzerland" "es" ""
"Yugoslavia" "es" ""
"Spain" "es" ""
"United Kingdom" "es" ""
"Germany" "es" ""
"Luxembourg" "es" ""
"Finland" "es" ""
"Portugal" "es" "5"
"Denmark" "es" ""
"Netherlands" "es" ""
"France" "es" ""
"Monaco" "es" ""
"Italy" "es" ""
"Austria" "se" ""
"Sweden" "se" ""
"Norway" "se" "3"
"Belgium" "se" "1"
"Ireland" "se" ""
"Switzerland" "se" ""
"Yugoslavia" "se" ""
"Spain" "se" ""
"United Kingdom" "se" ""
"Germany" "se" ""
"Luxembourg" "se" "5"
"Finland" "se" ""
"Portugal" "se" ""
"Denmark" "se" ""
"Netherlands" "se" ""
"France" "se" ""
"Monaco" "se" ""
"Italy" "se" ""
"Austria" "ch" "3"
"Sweden" "ch" "1"
"Norway" "ch" ""
"Belgium" "ch" ""
"Ireland" "ch" ""
"Switzerland" "ch" ""
"Yugoslavia" "ch" ""
"Spain" "ch" ""
"United Kingdom" "ch" ""
"Germany" "ch" "5"
"Luxembourg" "ch" ""
"Finland" "ch" ""
"Portugal" "ch" ""
"Denmark" "ch" ""
"Netherlands" "ch" ""
"France" "ch" ""
"Monaco" "ch" ""
"Italy" "ch" ""
"Austria" "gb" ""
"Sweden" "gb" ""
"Norway" "gb" ""
"Belgium" "gb" ""
"Ireland" "gb" ""
"Switzerland" "gb" ""
"Yugoslavia" "gb" "5"
"Spain" "gb" "3"
"United Kingdom" "gb" ""
"Germany" "gb" ""
"Luxembourg" "gb" ""
"Finland" "gb" ""
"Portugal" "gb" ""
"Denmark" "gb" ""
"Netherlands" "gb" "1"
"France" "gb" ""
"Monaco" "gb" ""
"Italy" "gb" ""
"Austria" "yu" "5"
"Sweden" "yu" ""
"Norway" "yu" ""
"Belgium" "yu" ""
"Ireland" "yu" "3"
"Switzerland" "yu" ""
"Yugoslavia" "yu" ""
"Spain" "yu" "1"
"United Kingdom" "yu" ""
"Germany" "yu" ""
"Luxembourg" "yu" ""
"Finland" "yu" ""
"Portugal" "yu" ""
"Denmark" "yu" ""
"Netherlands" "yu" ""
"France" "yu" ""
"Monaco" "yu" ""
"Italy" "yu" ""
