"Country" "Voter" "Points"
"Sweden" "mc" ""
"Germany" "mc" ""
"Belgium" "mc" ""
"Monaco" "mc" ""
"Yugoslavia" "mc" ""
"Italy" "mc" ""
"Portugal" "mc" ""
"Luxembourg" "mc" "1"
"Austria" "mc" ""
"Switzerland" "mc" ""
"Norway" "mc" ""
"Netherlands" "mc" ""
"Finland" "mc" ""
"Spain" "nl" ""
"United Kingdom" "nl" "2"
"France" "nl" "3"
"Ireland" "nl" "1"
"Sweden" "nl" "1"
"Germany" "nl" ""
"Belgium" "nl" ""
"Monaco" "nl" "2"
"Yugoslavia" "nl" ""
"Italy" "nl" ""
"Portugal" "nl" ""
"Luxembourg" "nl" "1"
"Austria" "nl" ""
"Switzerland" "nl" ""
"Norway" "nl" ""
"Netherlands" "nl" ""
"Finland" "nl" ""
"Spain" "no" "1"
"United Kingdom" "no" ""
"France" "no" ""
"Ireland" "no" ""
"Sweden" "no" "6"
"Germany" "no" ""
"Belgium" "no" ""
"Monaco" "no" ""
"Yugoslavia" "no" ""
"Italy" "no" ""
"Portugal" "no" "2"
"Luxembourg" "no" ""
"Austria" "no" ""
"Switzerland" "no" ""
"Norway" "no" ""
"Netherlands" "no" ""
"Finland" "no" "1"
"Spain" "pt" "4"
"United Kingdom" "pt" "1"
"France" "pt" ""
"Ireland" "pt" "1"
"Sweden" "pt" "1"
"Germany" "pt" ""
"Belgium" "pt" "1"
"Monaco" "pt" ""
"Yugoslavia" "pt" "1"
"Italy" "pt" "1"
"Portugal" "pt" ""
"Luxembourg" "pt" ""
"Austria" "pt" ""
"Switzerland" "pt" ""
"Norway" "pt" ""
"Netherlands" "pt" ""
"Finland" "pt" ""
"Spain" "es" ""
"United Kingdom" "es" ""
"France" "es" ""
"Ireland" "es" ""
"Sweden" "es" ""
"Germany" "es" "2"
"Belgium" "es" "1"
"Monaco" "es" ""
"Yugoslavia" "es" "1"
"Italy" "es" "2"
"Portugal" "es" "3"
"Luxembourg" "es" ""
"Austria" "es" ""
"Switzerland" "es" ""
"Norway" "es" "1"
"Netherlands" "es" ""
"Finland" "es" ""
"Spain" "se" ""
"United Kingdom" "se" "3"
"France" "se" "1"
"Ireland" "se" "4"
"Sweden" "se" ""
"Germany" "se" "2"
"Belgium" "se" ""
"Monaco" "se" ""
"Yugoslavia" "se" ""
"Italy" "se" ""
"Portugal" "se" ""
"Luxembourg" "se" ""
"Austria" "se" ""
"Switzerland" "se" ""
"Norway" "se" ""
"Netherlands" "se" ""
"Finland" "se" ""
"Spain" "ch" ""
"United Kingdom" "ch" "4"
"France" "ch" "3"
"Ireland" "ch" ""
"Sweden" "ch" ""
"Germany" "ch" "1"
"Belgium" "ch" ""
"Monaco" "ch" ""
"Yugoslavia" "ch" ""
"Italy" "ch" "2"
"Portugal" "ch" ""
"Luxembourg" "ch" ""
"Austria" "ch" ""
"Switzerland" "ch" ""
"Norway" "ch" ""
"Netherlands" "ch" ""
"Finland" "ch" ""
"Spain" "gb" ""
"United Kingdom" "gb" ""
"France" "gb" ""
"Ireland" "gb" ""
"Sweden" "gb" "2"
"Germany" "gb" "5"
"Belgium" "gb" "1"
"Monaco" "gb" "1"
"Yugoslavia" "gb" ""
"Italy" "gb" ""
"Portugal" "gb" ""
"Luxembourg" "gb" "1"
"Austria" "gb" ""
"Switzerland" "gb" ""
"Norway" "gb" ""
"Netherlands" "gb" ""
"Finland" "gb" ""
"Spain" "yu" ""
"United Kingdom" "yu" ""
"France" "yu" ""
"Ireland" "yu" "6"
"Sweden" "yu" ""
"Germany" "yu" ""
"Belgium" "yu" ""
"Monaco" "yu" ""
"Yugoslavia" "yu" ""
"Italy" "yu" "2"
"Portugal" "yu" ""
"Luxembourg" "yu" ""
"Austria" "yu" ""
"Switzerland" "yu" "2"
"Norway" "yu" ""
"Netherlands" "yu" ""
"Finland" "yu" ""
